name,bio,bioEn,metaPixelId,twitter,instagram,tiktok,youtube,website
Sentezhane,"Şiir, görsel ve müziği bir araya getirerek otobiyografik öğrenme materyali hazırlıyor, kendime notlar düşüyorum
.","Weaving poetry, visuals, and music into autobiographical learning material and notes to self.",1606102687153657,,,,https://www.youtube.com/@sentezhane,https://sentezhane.com
